"Set_Number","Set_Keyword","Pair_1","Pair_2"
33,"ice_cream","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44c.jpg"
19,"horses","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46b.jpg"
19,"horses","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46c.jpg"
19,"horses","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46d.jpg"
19,"horses","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46b.jpg"
19,"horses","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46b.jpg"
19,"horses","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46d.jpg"
17,"postcards","stimuli_exp1_jpg\\28a.jpg","stimuli_exp1_jpg\\28b.jpg"
17,"postcards","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28a.jpg"
17,"postcards","stimuli_exp1_jpg\\28a.jpg","stimuli_exp1_jpg\\28d.jpg"
17,"postcards","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28c.jpg"
17,"postcards","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28d.jpg"
17,"postcards","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28d.jpg"
39,"seashells","stimuli_exp1_jpg\\39b.jpg","stimuli_exp1_jpg\\39a.jpg"
39,"seashells","stimuli_exp1_jpg\\39c.jpg","stimuli_exp1_jpg\\39a.jpg"
39,"seashells","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39d.jpg"
39,"seashells","stimuli_exp1_jpg\\39b.jpg","stimuli_exp1_jpg\\39c.jpg"
39,"seashells","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39b.jpg"
39,"seashells","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39c.jpg"
48,"ski_poles","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21c.jpg"
48,"ski_poles","stimuli_exp1_jpg\\21d.jpg","stimuli_exp1_jpg\\21a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\21d.jpg","stimuli_exp1_jpg\\21b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21d.jpg"
23,"candles","stimuli_exp1_jpg\\43b.jpg","stimuli_exp1_jpg\\43a.jpg"
23,"candles","stimuli_exp1_jpg\\43a.jpg","stimuli_exp1_jpg\\43c.jpg"
23,"candles","stimuli_exp1_jpg\\43a.jpg","stimuli_exp1_jpg\\43d.jpg"
23,"candles","stimuli_exp1_jpg\\43b.jpg","stimuli_exp1_jpg\\43c.jpg"
23,"candles","stimuli_exp1_jpg\\43b.jpg","stimuli_exp1_jpg\\43d.jpg"
23,"candles","stimuli_exp1_jpg\\43d.jpg","stimuli_exp1_jpg\\43c.jpg"
30,"log","stimuli_exp1_jpg\\35a.jpg","stimuli_exp1_jpg\\35b.jpg"
30,"log","stimuli_exp1_jpg\\35c.jpg","stimuli_exp1_jpg\\35a.jpg"
30,"log","stimuli_exp1_jpg\\35a.jpg","stimuli_exp1_jpg\\35d.jpg"
30,"log","stimuli_exp1_jpg\\35c.jpg","stimuli_exp1_jpg\\35b.jpg"
30,"log","stimuli_exp1_jpg\\35d.jpg","stimuli_exp1_jpg\\35b.jpg"
30,"log","stimuli_exp1_jpg\\35c.jpg","stimuli_exp1_jpg\\35d.jpg"
41,"balloons","stimuli_exp1_jpg\\12b.jpg","stimuli_exp1_jpg\\12a.jpg"
41,"balloons","stimuli_exp1_jpg\\12c.jpg","stimuli_exp1_jpg\\12a.jpg"
41,"balloons","stimuli_exp1_jpg\\12d.jpg","stimuli_exp1_jpg\\12a.jpg"
41,"balloons","stimuli_exp1_jpg\\12b.jpg","stimuli_exp1_jpg\\12c.jpg"
41,"balloons","stimuli_exp1_jpg\\12d.jpg","stimuli_exp1_jpg\\12b.jpg"
41,"balloons","stimuli_exp1_jpg\\12c.jpg","stimuli_exp1_jpg\\12d.jpg"
16,"dogs_running","stimuli_exp1_jpg\\41b.jpg","stimuli_exp1_jpg\\41a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\41a.jpg","stimuli_exp1_jpg\\41c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\41d.jpg","stimuli_exp1_jpg\\41a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\41c.jpg","stimuli_exp1_jpg\\41b.jpg"
16,"dogs_running","stimuli_exp1_jpg\\41b.jpg","stimuli_exp1_jpg\\41d.jpg"
16,"dogs_running","stimuli_exp1_jpg\\41d.jpg","stimuli_exp1_jpg\\41c.jpg"
12,"flipflops","stimuli_exp1_jpg\\16a.jpg","stimuli_exp1_jpg\\16b.jpg"
12,"flipflops","stimuli_exp1_jpg\\16c.jpg","stimuli_exp1_jpg\\16a.jpg"
12,"flipflops","stimuli_exp1_jpg\\16a.jpg","stimuli_exp1_jpg\\16d.jpg"
12,"flipflops","stimuli_exp1_jpg\\16b.jpg","stimuli_exp1_jpg\\16c.jpg"
12,"flipflops","stimuli_exp1_jpg\\16b.jpg","stimuli_exp1_jpg\\16d.jpg"
12,"flipflops","stimuli_exp1_jpg\\16d.jpg","stimuli_exp1_jpg\\16c.jpg"
14,"ribbons","stimuli_exp1_jpg\\25b.jpg","stimuli_exp1_jpg\\25a.jpg"
14,"ribbons","stimuli_exp1_jpg\\25a.jpg","stimuli_exp1_jpg\\25c.jpg"
14,"ribbons","stimuli_exp1_jpg\\25a.jpg","stimuli_exp1_jpg\\25d.jpg"
14,"ribbons","stimuli_exp1_jpg\\25b.jpg","stimuli_exp1_jpg\\25c.jpg"
14,"ribbons","stimuli_exp1_jpg\\25b.jpg","stimuli_exp1_jpg\\25d.jpg"
14,"ribbons","stimuli_exp1_jpg\\25c.jpg","stimuli_exp1_jpg\\25d.jpg"
25,"camera","stimuli_exp1_jpg\\7b.jpg","stimuli_exp1_jpg\\7a.jpg"
25,"camera","stimuli_exp1_jpg\\7a.jpg","stimuli_exp1_jpg\\7c.jpg"
25,"camera","stimuli_exp1_jpg\\7a.jpg","stimuli_exp1_jpg\\7d.jpg"
25,"camera","stimuli_exp1_jpg\\7b.jpg","stimuli_exp1_jpg\\7c.jpg"
25,"camera","stimuli_exp1_jpg\\7b.jpg","stimuli_exp1_jpg\\7d.jpg"
25,"camera","stimuli_exp1_jpg\\7d.jpg","stimuli_exp1_jpg\\7c.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\29b.jpg","stimuli_exp1_jpg\\29a.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\29a.jpg","stimuli_exp1_jpg\\29c.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\29d.jpg","stimuli_exp1_jpg\\29a.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\29c.jpg","stimuli_exp1_jpg\\29b.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\29d.jpg","stimuli_exp1_jpg\\29b.jpg"
35,"tennis_ball","stimuli_exp1_jpg\\29c.jpg","stimuli_exp1_jpg\\29d.jpg"
43,"yarn","stimuli_exp1_jpg\\38b.jpg","stimuli_exp1_jpg\\38a.jpg"
43,"yarn","stimuli_exp1_jpg\\38c.jpg","stimuli_exp1_jpg\\38a.jpg"
43,"yarn","stimuli_exp1_jpg\\38d.jpg","stimuli_exp1_jpg\\38a.jpg"
43,"yarn","stimuli_exp1_jpg\\38c.jpg","stimuli_exp1_jpg\\38b.jpg"
43,"yarn","stimuli_exp1_jpg\\38d.jpg","stimuli_exp1_jpg\\38b.jpg"
43,"yarn","stimuli_exp1_jpg\\38d.jpg","stimuli_exp1_jpg\\38c.jpg"
38,"croissant","stimuli_exp1_jpg\\14a.jpg","stimuli_exp1_jpg\\14b.jpg"
38,"croissant","stimuli_exp1_jpg\\14a.jpg","stimuli_exp1_jpg\\14c.jpg"
38,"croissant","stimuli_exp1_jpg\\14a.jpg","stimuli_exp1_jpg\\14d.jpg"
38,"croissant","stimuli_exp1_jpg\\14b.jpg","stimuli_exp1_jpg\\14c.jpg"
38,"croissant","stimuli_exp1_jpg\\14b.jpg","stimuli_exp1_jpg\\14d.jpg"
38,"croissant","stimuli_exp1_jpg\\14c.jpg","stimuli_exp1_jpg\\14d.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23b.jpg","stimuli_exp1_jpg\\23a.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23c.jpg","stimuli_exp1_jpg\\23a.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23d.jpg","stimuli_exp1_jpg\\23a.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23c.jpg","stimuli_exp1_jpg\\23b.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23b.jpg","stimuli_exp1_jpg\\23d.jpg"
7,"motorcycle","stimuli_exp1_jpg\\23d.jpg","stimuli_exp1_jpg\\23c.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30b.jpg","stimuli_exp1_jpg\\30a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30c.jpg","stimuli_exp1_jpg\\30a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30d.jpg","stimuli_exp1_jpg\\30a.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30b.jpg","stimuli_exp1_jpg\\30c.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30b.jpg","stimuli_exp1_jpg\\30d.jpg"
29,"pumpkin","stimuli_exp1_jpg\\30d.jpg","stimuli_exp1_jpg\\30c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6a.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6a.jpg","stimuli_exp1_jpg\\6d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6c.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6b.jpg","stimuli_exp1_jpg\\6d.jpg"
21,"yoga_mats","stimuli_exp1_jpg\\6c.jpg","stimuli_exp1_jpg\\6d.jpg"
28,"duck","stimuli_exp1_jpg\\39b.jpg","stimuli_exp1_jpg\\39a.jpg"
28,"duck","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39c.jpg"
28,"duck","stimuli_exp1_jpg\\39a.jpg","stimuli_exp1_jpg\\39d.jpg"
28,"duck","stimuli_exp1_jpg\\39c.jpg","stimuli_exp1_jpg\\39b.jpg"
28,"duck","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39b.jpg"
28,"duck","stimuli_exp1_jpg\\39d.jpg","stimuli_exp1_jpg\\39c.jpg"
44,"chess","stimuli_exp1_jpg\\5a.jpg","stimuli_exp1_jpg\\5b.jpg"
44,"chess","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5a.jpg"
44,"chess","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5a.jpg"
44,"chess","stimuli_exp1_jpg\\5b.jpg","stimuli_exp1_jpg\\5c.jpg"
44,"chess","stimuli_exp1_jpg\\5d.jpg","stimuli_exp1_jpg\\5b.jpg"
44,"chess","stimuli_exp1_jpg\\5c.jpg","stimuli_exp1_jpg\\5d.jpg"
37,"pancake","stimuli_exp1_jpg\\33a.jpg","stimuli_exp1_jpg\\33b.jpg"
37,"pancake","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33a.jpg"
37,"pancake","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33a.jpg"
37,"pancake","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33b.jpg"
37,"pancake","stimuli_exp1_jpg\\33d.jpg","stimuli_exp1_jpg\\33b.jpg"
37,"pancake","stimuli_exp1_jpg\\33c.jpg","stimuli_exp1_jpg\\33d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37b.jpg","stimuli_exp1_jpg\\37a.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37a.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37a.jpg","stimuli_exp1_jpg\\37d.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37b.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37d.jpg","stimuli_exp1_jpg\\37b.jpg"
5,"pasta_water","stimuli_exp1_jpg\\37c.jpg","stimuli_exp1_jpg\\37d.jpg"
6,"soap_water","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19b.jpg"
6,"soap_water","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19c.jpg"
6,"soap_water","stimuli_exp1_jpg\\19a.jpg","stimuli_exp1_jpg\\19d.jpg"
6,"soap_water","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19b.jpg"
6,"soap_water","stimuli_exp1_jpg\\19b.jpg","stimuli_exp1_jpg\\19d.jpg"
6,"soap_water","stimuli_exp1_jpg\\19c.jpg","stimuli_exp1_jpg\\19d.jpg"
46,"socks","stimuli_exp1_jpg\\48a.jpg","stimuli_exp1_jpg\\48b.jpg"
46,"socks","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48a.jpg"
46,"socks","stimuli_exp1_jpg\\48a.jpg","stimuli_exp1_jpg\\48d.jpg"
46,"socks","stimuli_exp1_jpg\\48c.jpg","stimuli_exp1_jpg\\48b.jpg"
46,"socks","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48b.jpg"
46,"socks","stimuli_exp1_jpg\\48d.jpg","stimuli_exp1_jpg\\48c.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46a.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46a.jpg","stimuli_exp1_jpg\\46d.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46d.jpg","stimuli_exp1_jpg\\46b.jpg"
33,"ice_cream","stimuli_exp1_jpg\\46c.jpg","stimuli_exp1_jpg\\46d.jpg"
19,"horses","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28d.jpg","stimuli_exp1_jpg\\28a.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28b.jpg"
19,"horses","stimuli_exp1_jpg\\28b.jpg","stimuli_exp1_jpg\\28d.jpg"
19,"horses","stimuli_exp1_jpg\\28c.jpg","stimuli_exp1_jpg\\28d.jpg"
17,"postcards","stimuli_exp1_jpg\\21b.jpg","stimuli_exp1_jpg\\21a.jpg"
17,"postcards","stimuli_exp1_jpg\\21a.jpg","stimuli_exp1_jpg\\21c.jpg"
17,"postcards","stimuli_exp1_jpg\\21d.jpg","stimuli_exp1_jpg\\21a.jpg"
17,"postcards","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21b.jpg"
17,"postcards","stimuli_exp1_jpg\\21b.jpg","stimuli_exp1_jpg\\21d.jpg"
17,"postcards","stimuli_exp1_jpg\\21c.jpg","stimuli_exp1_jpg\\21d.jpg"
39,"seashells","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44a.jpg"
39,"seashells","stimuli_exp1_jpg\\44a.jpg","stimuli_exp1_jpg\\44c.jpg"
39,"seashells","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44a.jpg"
39,"seashells","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44c.jpg"
39,"seashells","stimuli_exp1_jpg\\44b.jpg","stimuli_exp1_jpg\\44d.jpg"
39,"seashells","stimuli_exp1_jpg\\44d.jpg","stimuli_exp1_jpg\\44c.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17b.jpg","stimuli_exp1_jpg\\17a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17a.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17a.jpg","stimuli_exp1_jpg\\17d.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17d.jpg","stimuli_exp1_jpg\\17b.jpg"
48,"ski_poles","stimuli_exp1_jpg\\17c.jpg","stimuli_exp1_jpg\\17d.jpg"
23,"candles","stimuli_exp1_jpg\\36b.jpg","stimuli_exp1_jpg\\36a.jpg"
23,"candles","stimuli_exp1_jpg\\36a.jpg","stimuli_exp1_jpg\\36c.jpg"
23,"candles","stimuli_exp1_jpg\\36d.jpg","stimuli_exp1_jpg\\36a.jpg"
23,"candles","stimuli_exp1_jpg\\36b.jpg","stimuli_exp1_jpg\\36c.jpg"
23,"candles","stimuli_exp1_jpg\\36b.jpg","stimuli_exp1_jpg\\36d.jpg"
23,"candles","stimuli_exp1_jpg\\36c.jpg","stimuli_exp1_jpg\\36d.jpg"
30,"log","stimuli_exp1_jpg\\1b.jpg","stimuli_exp1_jpg\\1a.jpg"
30,"log","stimuli_exp1_jpg\\1c.jpg","stimuli_exp1_jpg\\1a.jpg"
30,"log","stimuli_exp1_jpg\\1d.jpg","stimuli_exp1_jpg\\1a.jpg"
30,"log","stimuli_exp1_jpg\\1c.jpg","stimuli_exp1_jpg\\1b.jpg"
30,"log","stimuli_exp1_jpg\\1b.jpg","stimuli_exp1_jpg\\1d.jpg"
30,"log","stimuli_exp1_jpg\\1d.jpg","stimuli_exp1_jpg\\1c.jpg"
41,"balloons","stimuli_exp1_jpg\\47a.jpg","stimuli_exp1_jpg\\47b.jpg"
41,"balloons","stimuli_exp1_jpg\\47a.jpg","stimuli_exp1_jpg\\47c.jpg"
41,"balloons","stimuli_exp1_jpg\\47d.jpg","stimuli_exp1_jpg\\47a.jpg"
41,"balloons","stimuli_exp1_jpg\\47b.jpg","stimuli_exp1_jpg\\47c.jpg"
41,"balloons","stimuli_exp1_jpg\\47d.jpg","stimuli_exp1_jpg\\47b.jpg"
41,"balloons","stimuli_exp1_jpg\\47d.jpg","stimuli_exp1_jpg\\47c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9b.jpg","stimuli_exp1_jpg\\9a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9a.jpg","stimuli_exp1_jpg\\9c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9d.jpg","stimuli_exp1_jpg\\9a.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9b.jpg","stimuli_exp1_jpg\\9c.jpg"
16,"dogs_running","stimuli_exp1_jpg\\9d.jpg","stimuli_exp1_jpg\\9b.jpg"
